m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13629"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6277"
"2012-11-01 00:00:00","c#","12241"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12359"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11821"
"2012-11-01 00:00:00","python","6397"
"2012-11-01 00:00:00","swift","3"
"2012-12-01 00:00:00","java","12438"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10959"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5763"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5687"
"2012-12-01 00:00:00","javascript","11744"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13732"
"2013-01-01 00:00:00","c#","12767"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6579"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12901"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12582"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12489"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13632"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13714"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15931"
"2013-03-01 00:00:00","c#","14243"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7187"
"2013-03-01 00:00:00","php","14174"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15307"
"2013-03-01 00:00:00","python","7637"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13898"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7941"
"2013-04-01 00:00:00","c++","7140"
"2013-04-01 00:00:00","java","16251"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3534"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15345"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13465"
"2013-05-01 00:00:00","javascript","15073"
"2013-05-01 00:00:00","java","15320"
"2013-05-01 00:00:00","c#","13493"
"2013-05-01 00:00:00","c","3200"
"2013-05-01 00:00:00","php","13176"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6848"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7820"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1783"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13973"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12816"
"2013-06-01 00:00:00","c","2948"
"2013-06-01 00:00:00","c++","6203"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7606"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14643"
"2013-06-01 00:00:00","php","12797"
"2013-06-01 00:00:00","ruby","2226"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6586"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14211"
"2013-07-01 00:00:00","php","14420"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8635"
"2013-07-01 00:00:00","javascript","16873"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15248"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16889"
"2013-08-01 00:00:00","assembly","213"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13881"
"2013-08-01 00:00:00","java","15104"
"2013-08-01 00:00:00","php","14426"
"2013-08-01 00:00:00","c++","6263"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7953"
"2013-08-01 00:00:00","r","1925"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16320"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14344"
"2013-09-01 00:00:00","c++","6573"
"2013-09-01 00:00:00","c#","13790"
"2013-09-01 00:00:00","c","3403"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17771"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7982"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7990"
"2013-10-01 00:00:00","java","18785"
"2013-10-01 00:00:00","c#","15230"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19808"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2098"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15430"
"2013-10-01 00:00:00","python","9519"
"2013-11-01 00:00:00","java","18828"
"2013-11-01 00:00:00","c#","14631"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18574"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8162"
"2013-11-01 00:00:00","c","4301"
"2013-11-01 00:00:00","php","15014"
"2013-11-01 00:00:00","python","9518"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7030"
"2013-12-01 00:00:00","c","3506"
"2013-12-01 00:00:00","java","17521"
"2013-12-01 00:00:00","c#","13654"
"2013-12-01 00:00:00","python","8484"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18096"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14547"
"2014-01-01 00:00:00","php","16934"
"2014-01-01 00:00:00","c#","15368"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7708"
"2014-01-01 00:00:00","python","9857"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21187"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18743"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21233"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3979"
"2014-02-01 00:00:00","c#","15151"
"2014-02-01 00:00:00","java","19352"
"2014-02-01 00:00:00","php","16677"
"2014-02-01 00:00:00","c++","7702"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9927"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2614"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16216"
"2014-03-01 00:00:00","python","11442"
"2014-03-01 00:00:00","c++","8687"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22036"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4572"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22716"
"2014-03-01 00:00:00","php","18456"
"2014-03-01 00:00:00","ruby","2952"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4021"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15367"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20976"
"2014-04-01 00:00:00","assembly","367"
"2014-04-01 00:00:00","javascript","21521"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17840"
"2014-04-01 00:00:00","c++","8148"
"2014-04-01 00:00:00","python","10796"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18033"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3274"
"2014-05-01 00:00:00","python","9283"
"2014-05-01 00:00:00","c++","6808"
"2014-05-01 00:00:00","c#","13942"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19882"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14892"
"2014-06-01 00:00:00","java","15969"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18368"
"2014-06-01 00:00:00","python","8938"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12546"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13136"
"2014-06-01 00:00:00","r","2401"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2411"
"2014-07-01 00:00:00","javascript","20200"
"2014-07-01 00:00:00","c++","6286"
"2014-07-01 00:00:00","c#","13714"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17428"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","447"
"2014-07-01 00:00:00","php","14386"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9944"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15788"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12526"
"2014-08-01 00:00:00","c","2681"
"2014-08-01 00:00:00","c++","5892"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9135"
"2014-08-01 00:00:00","javascript","18519"
"2014-08-01 00:00:00","r","2479"
"2014-08-01 00:00:00","php","13293"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12346"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6214"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16754"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18178"
"2014-09-01 00:00:00","perl","680"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13453"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12584"
"2014-10-01 00:00:00","javascript","18956"
"2014-10-01 00:00:00","java","17949"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6850"
"2014-10-01 00:00:00","php","13700"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3810"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9590"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17903"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11900"
"2014-11-01 00:00:00","c++","6577"
"2014-11-01 00:00:00","python","9592"
"2014-11-01 00:00:00","c","3682"
"2014-11-01 00:00:00","ruby","2118"
"2014-11-01 00:00:00","javascript","18033"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2566"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13124"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6092"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11109"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12431"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9058"
"2014-12-01 00:00:00","c","3160"
"2014-12-01 00:00:00","javascript","17040"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2150"
"2014-12-01 00:00:00","java","16432"
"2014-12-01 00:00:00","swift","2496"
"2014-12-01 00:00:00","r","2362"
"2015-01-01 00:00:00","javascript","18578"
"2015-01-01 00:00:00","c","3216"
"2015-01-01 00:00:00","c#","11781"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16575"
"2015-01-01 00:00:00","c++","6142"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13713"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9706"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3062"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16801"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13605"
"2015-02-01 00:00:00","c","3374"
"2015-02-01 00:00:00","c++","6488"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11817"
"2015-02-01 00:00:00","python","10224"
"2015-02-01 00:00:00","javascript","18727"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20595"
"2015-03-01 00:00:00","c","3921"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13294"
"2015-03-01 00:00:00","java","19824"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15020"
"2015-03-01 00:00:00","python","11636"
"2015-03-01 00:00:00","r","3567"
"2015-03-01 00:00:00","c++","7403"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3604"
"2015-04-01 00:00:00","php","15062"
"2015-04-01 00:00:00","java","19872"
"2015-04-01 00:00:00","c++","7159"
"2015-04-01 00:00:00","c","3957"
"2015-04-01 00:00:00","javascript","20963"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13113"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11473"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4029"
"2015-04-01 00:00:00","r","3330"
"2015-05-01 00:00:00","java","18590"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6833"
"2015-05-01 00:00:00","javascript","22217"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13385"
"2015-05-01 00:00:00","python","11245"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3430"
"2015-05-01 00:00:00","php","14655"
"2015-05-01 00:00:00","ruby","2509"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3812"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22675"
"2015-06-01 00:00:00","perl","581"
"2015-06-01 00:00:00","java","17894"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13557"
"2015-06-01 00:00:00","r","3436"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11832"
"2015-06-01 00:00:00","php","14456"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6531"
"2015-06-01 00:00:00","ruby","2580"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18743"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14150"
"2015-07-01 00:00:00","c++","6720"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15468"
"2015-07-01 00:00:00","javascript","24045"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5158"
"2015-07-01 00:00:00","python","12349"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13253"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11247"
"2015-08-01 00:00:00","c++","5886"
"2015-08-01 00:00:00","java","17124"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2583"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22197"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","555"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14313"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","468"
"2015-09-01 00:00:00","javascript","21444"
"2015-09-01 00:00:00","java","16983"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12931"
"2015-09-01 00:00:00","r","3332"
"2015-09-01 00:00:00","python","10990"
"2015-09-01 00:00:00","php","13575"
"2015-09-01 00:00:00","c++","5921"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4564"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18582"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12810"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12518"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21858"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13977"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17816"
"2015-11-01 00:00:00","javascript","21315"
"2015-11-01 00:00:00","python","12322"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12403"
"2015-11-01 00:00:00","perl","465"
"2015-11-01 00:00:00","php","13391"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3543"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16583"
"2015-12-01 00:00:00","c#","12168"
"2015-12-01 00:00:00","c++","6572"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21128"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13828"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11670"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4388"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16667"
"2016-01-01 00:00:00","c#","12377"
"2016-01-01 00:00:00","c","3051"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6105"
"2016-01-01 00:00:00","php","14631"
"2016-01-01 00:00:00","perl","449"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22550"
"2016-01-01 00:00:00","python","12375"
"2016-01-01 00:00:00","swift","4799"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12754"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13275"
"2016-02-01 00:00:00","c++","6569"
"2016-02-01 00:00:00","java","17882"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22508"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14977"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19948"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13634"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3459"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14093"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24131"
"2016-03-01 00:00:00","php","15187"
"2016-03-01 00:00:00","c++","7039"
"2016-03-01 00:00:00","ruby","2264"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","411"
"2016-04-01 00:00:00","c#","13734"
"2016-04-01 00:00:00","python","13692"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19522"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6910"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","494"
"2016-04-01 00:00:00","javascript","23489"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14519"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4771"
"2016-05-01 00:00:00","javascript","23037"
"2016-05-01 00:00:00","c#","13521"
"2016-05-01 00:00:00","c","2725"
"2016-05-01 00:00:00","python","13139"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17066"
"2016-05-01 00:00:00","ruby","2130"
"2016-05-01 00:00:00","c++","6143"
"2016-05-01 00:00:00","php","14503"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","488"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15940"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13688"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13083"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5728"
"2016-06-01 00:00:00","javascript","22176"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12933"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5480"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12025"
"2016-07-01 00:00:00","java","14968"
"2016-07-01 00:00:00","javascript","22227"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1904"
"2016-07-01 00:00:00","php","12964"
"2016-07-01 00:00:00","swift","4949"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12851"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12928"
"2016-08-01 00:00:00","java","15201"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22698"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12735"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5023"
"2016-08-01 00:00:00","php","12923"
"2016-08-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14701"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11115"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2517"
"2016-09-01 00:00:00","php","12192"
"2016-09-01 00:00:00","python","12368"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20473"
"2016-09-01 00:00:00","r","3302"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12303"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11467"
"2016-10-01 00:00:00","c++","5987"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3217"
"2016-10-01 00:00:00","python","13521"
"2016-10-01 00:00:00","javascript","20465"
"2016-10-01 00:00:00","java","15364"
"2016-10-01 00:00:00","ruby","1822"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4736"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3272"
"2016-11-01 00:00:00","c#","11666"
"2016-11-01 00:00:00","javascript","20538"
"2016-11-01 00:00:00","python","14206"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15678"
